n,iteration,execution_time
10,1,0.00018310546875
10,2,0.00010633468627929688
10,3,0.0001780986785888672
10,4,0.000171661376953125
10,5,7.62939453125e-05
10,6,0.0001049041748046875
10,7,0.00014519691467285156
10,8,8.988380432128906e-05
10,9,0.00014138221740722656
10,10,0.00013709068298339844
10,11,0.00011467933654785156
10,12,7.724761962890625e-05
10,13,0.0001342296600341797
10,14,0.00012612342834472656
10,15,0.00013375282287597656
10,16,0.0001049041748046875
10,17,0.00014495849609375
10,18,0.00011420249938964844
10,19,0.00020074844360351562
10,20,0.00018167495727539062
10,21,8.535385131835938e-05
10,22,9.965896606445312e-05
10,23,0.00013136863708496094
10,24,0.00015687942504882812
10,25,0.0001087188720703125
10,26,0.00011658668518066406
10,27,0.00013828277587890625
10,28,0.0001049041748046875
10,29,0.00014734268188476562
10,30,0.00011897087097167969
10,31,0.0001552104949951172
10,32,0.00010418891906738281
10,33,0.00010609626770019531
10,34,0.00014209747314453125
10,35,6.270408630371094e-05
10,36,0.00015425682067871094
10,37,0.00010991096496582031
10,38,0.00010633468627929688
10,39,0.00019025802612304688
10,40,9.083747863769531e-05
10,41,0.00010824203491210938
10,42,9.655952453613281e-05
10,43,7.2479248046875e-05
10,44,9.799003601074219e-05
10,45,0.00012755393981933594
10,46,0.00010180473327636719
10,47,6.461143493652344e-05
10,48,7.700920104980469e-05
10,49,7.271766662597656e-05
10,50,0.00011277198791503906
10,51,7.128715515136719e-05
10,52,0.00014543533325195312
10,53,0.00011610984802246094
10,54,0.00014901161193847656
10,55,0.00010442733764648438
10,56,0.00015425682067871094
10,57,0.00010919570922851562
10,58,0.00011277198791503906
10,59,0.00012421607971191406
10,60,0.0001468658447265625
10,61,0.0001289844512939453
10,62,0.00012612342834472656
10,63,8.940696716308594e-05
10,64,0.00011992454528808594
10,65,8.869171142578125e-05
10,66,0.00010609626770019531
10,67,9.059906005859375e-05
10,68,5.5789947509765625e-05
10,69,0.0001418590545654297
10,70,0.00011157989501953125
10,71,0.00012922286987304688
10,72,0.00014257431030273438
10,73,6.031990051269531e-05
10,74,6.127357482910156e-05
10,75,0.00013065338134765625
10,76,0.00011563301086425781
10,77,6.031990051269531e-05
10,78,0.00016450881958007812
10,79,6.699562072753906e-05
10,80,0.00011563301086425781
10,81,0.00011587142944335938
10,82,0.00017452239990234375
10,83,0.00015234947204589844
10,84,0.00017309188842773438
10,85,0.00012540817260742188
10,86,0.0001251697540283203
10,87,9.751319885253906e-05
10,88,0.00012826919555664062
10,89,3.62396240234375e-05
10,90,6.651878356933594e-05
10,91,7.128715515136719e-05
10,92,0.00013756752014160156
10,93,9.608268737792969e-05
10,94,6.437301635742188e-05
10,95,9.202957153320312e-05
10,96,8.702278137207031e-05
10,97,0.00010824203491210938
10,98,8.320808410644531e-05
10,99,0.00011205673217773438
10,100,7.104873657226562e-05
20,1,0.0005216598510742188
