n,iteration,execution_time
10,1,0.00010800361633300781
10,2,7.724761962890625e-05
10,3,0.00011992454528808594
10,4,9.083747863769531e-05
10,5,0.00029158592224121094
10,6,0.00014281272888183594
10,7,0.00020432472229003906
10,8,0.0003151893615722656
10,9,0.00029659271240234375
10,10,0.00011348724365234375
10,11,0.00012993812561035156
10,12,0.0003075599670410156
10,13,6.580352783203125e-05
10,14,0.00023174285888671875
10,15,0.0003151893615722656
10,16,0.00011444091796875
10,17,0.00012087821960449219
10,18,8.7738037109375e-05
10,19,0.0001494884490966797
10,20,0.0003056526184082031
10,21,0.00013971328735351562
10,22,0.00010156631469726562
10,23,0.0003402233123779297
10,24,0.0001583099365234375
10,25,9.083747863769531e-05
10,26,0.00012803077697753906
10,27,0.00013375282287597656
10,28,0.00011944770812988281
10,29,0.0002453327178955078
10,30,0.00011897087097167969
10,31,0.00011134147644042969
10,32,0.00011515617370605469
10,33,0.0002582073211669922
10,34,9.107589721679688e-05
10,35,9.274482727050781e-05
10,36,0.0002028942108154297
10,37,8.893013000488281e-05
10,38,0.00011110305786132812
10,39,0.00043702125549316406
10,40,0.0001163482666015625
10,41,0.00018548965454101562
10,42,8.869171142578125e-05
10,43,0.00011038780212402344
10,44,7.62939453125e-05
10,45,9.012222290039062e-05
10,46,0.00021958351135253906
10,47,0.00010561943054199219
10,48,0.00026416778564453125
10,49,8.130073547363281e-05
10,50,0.0002636909484863281
10,51,7.271766662597656e-05
10,52,9.274482727050781e-05
10,53,9.989738464355469e-05
10,54,0.0001575946807861328
10,55,0.000301361083984375
10,56,0.0001227855682373047
10,57,0.0003070831298828125
10,58,9.608268737792969e-05
10,59,8.392333984375e-05
10,60,0.00012135505676269531
10,61,0.00010609626770019531
10,62,0.00010824203491210938
10,63,7.581710815429688e-05
10,64,0.00027108192443847656
10,65,0.00011420249938964844
10,66,0.0002980232238769531
10,67,0.0002472400665283203
10,68,0.0002956390380859375
10,69,0.00011110305786132812
10,70,9.512901306152344e-05
10,71,0.00012445449829101562
10,72,0.00032210350036621094
10,73,7.43865966796875e-05
10,74,9.870529174804688e-05
10,75,0.00012183189392089844
10,76,9.202957153320312e-05
10,77,7.987022399902344e-05
10,78,0.0001068115234375
10,79,0.000270843505859375
10,80,0.00017452239990234375
10,81,0.00011944770812988281
10,82,0.00016164779663085938
10,83,0.0001323223114013672
10,84,8.535385131835938e-05
10,85,0.00010943412780761719
10,86,0.00011467933654785156
10,87,8.320808410644531e-05
10,88,0.0001480579376220703
10,89,2.956390380859375e-05
10,90,0.00011515617370605469
10,91,7.82012939453125e-05
10,92,0.0003228187561035156
10,93,0.00010728836059570312
10,94,0.00011396408081054688
10,95,0.00028061866760253906
10,96,9.751319885253906e-05
10,97,0.00014138221740722656
10,98,8.440017700195312e-05
10,99,0.00011205673217773438
10,100,8.130073547363281e-05
20,1,0.0010492801666259766
20,2,0.0026094913482666016
20,3,0.002480745315551758
20,4,0.0010590553283691406
20,5,0.0010225772857666016
20,6,0.0006396770477294922
20,7,0.0005915164947509766
20,8,0.0006387233734130859
20,9,0.0010941028594970703
20,10,0.0024008750915527344
20,11,0.0007336139678955078
20,12,0.0006866455078125
20,13,0.0007390975952148438
20,14,0.0009026527404785156
20,15,0.001069784164428711
20,16,0.0007503032684326172
20,17,0.0010673999786376953
20,18,0.0018951892852783203
20,19,0.0012557506561279297
20,20,0.0007562637329101562
20,21,0.0005648136138916016
20,22,0.0010170936584472656
20,23,0.002744436264038086
20,24,0.0011758804321289062
20,25,0.0007534027099609375
20,26,0.002783536911010742
20,27,0.0012216567993164062
20,28,0.0011897087097167969
20,29,0.0029997825622558594
20,30,0.0012195110321044922
20,31,0.0005512237548828125
20,32,0.0011141300201416016
20,33,0.0005877017974853516
20,34,0.002816438674926758
20,35,0.0005860328674316406
20,36,0.0008933544158935547
20,37,0.00092315673828125
20,38,0.0006380081176757812
20,39,0.0010819435119628906
20,40,0.0024466514587402344
20,41,0.0005855560302734375
20,42,0.0011866092681884766
20,43,0.0009112358093261719
20,44,0.0031473636627197266
20,45,0.0026209354400634766
20,46,0.0007989406585693359
20,47,0.0020956993103027344
20,48,0.0006048679351806641
20,49,0.002165555953979492
20,50,0.0007851123809814453
20,51,0.0007538795471191406
20,52,0.0007257461547851562
20,53,0.0007641315460205078
20,54,0.0019240379333496094
20,55,0.0006763935089111328
20,56,0.0006968975067138672
20,57,0.0007929801940917969
20,58,0.0006961822509765625
